datum,partei,rolling_average,sz_err,ci_higher,ci_lower
2015-06-13,Grüne,0.101247940691928,0.0140481639209226,0.11529610461285,0.0871997767710049
2015-06-13,FDP,0.0514538714991763,0.0101773278418451,0.0616311993410214,0.0412765436573311
2015-06-13,Linke,0.0909522240527183,0.0133997940691928,0.104352018121911,0.0775524299835255
2015-06-13,AfD,0.0469258649093904,0.0098311392092257,0.0567570041186162,0.0370947257001647
2015-06-15,CDU/CSU,0.407487871063235,0.0228243968423649,0.4303122679056,0.38466347422087
2015-06-15,SPD,0.246738755036592,0.0200390403749692,0.266777795411562,0.226699714661623
2015-06-15,Grüne,0.101245785708412,0.0140349148918674,0.11528070060028,0.0872108708165447
2015-06-15,FDP,0.0514513609078201,0.0101683882904366,0.0616197491982567,0.0412829726173834
2015-06-15,Linke,0.0936419702327111,0.0135463292492394,0.10718829948195,0.0800956409834717
2015-06-15,AfD,0.0469311734232382,0.00982279746731354,0.0567539708905518,0.0371083759559247
2015-06-17,CDU/CSU,0.407488284140426,0.022821753679191,0.430310037819617,0.384666530461235
2015-06-17,SPD,0.24467894433939,0.0199870286935789,0.264665973032969,0.224691915645811
2015-06-17,Grüne,0.103304283482693,0.0141374759516567,0.11744175943435,0.0891668075310367
2015-06-17,FDP,0.0493940639644824,0.0100097270410261,0.0594037910055085,0.0393843369234564
2015-06-17,Linke,0.0936413713721944,0.013545945079339,0.107187316451533,0.0800954262928554
2015-06-17,AfD,0.0489887363314972,0.00999949354600017,0.0589882298774973,0.038989242785497
2015-06-18,CDU/CSU,0.407457277305374,0.0228632865516387,0.430320563857013,0.384593990753736
2015-06-18,SPD,0.245214232642615,0.0200405126723355,0.265254745314951,0.22517371997028
2015-06-18,Grüne,0.103916453397177,0.0142052026748122,0.118121656071989,0.0897112507223644
2015-06-18,FDP,0.049391562783786,0.0100278469413027,0.0594194097250887,0.0393637158424833
2015-06-18,Linke,0.0930785106909932,0.0135271881449682,0.106605698835961,0.0795513225460249
2015-06-18,AfD,0.047828778997771,0.00988350037150169,0.0577122793692727,0.0379452786262693
2015-06-19,CDU/CSU,0.407779691671691,0.0232619093962622,0.431041601067953,0.384517782275428
2015-06-19,SPD,0.245007320644217,0.0203855723021273,0.265392892946344,0.224621748342089
2015-06-19,Grüne,0.104085780725174,0.0144574705021101,0.118543251227284,0.0896283102230643
2015-06-19,FDP,0.0480707949358367,0.0100706037378348,0.0581413986736715,0.0380001911980019
2015-06-19,Linke,0.0940737231935234,0.0138407544569804,0.107914477650504,0.0802329687365429
2015-06-19,AfD,0.0477349065541297,0.0100481681164413,0.057783074670571,0.0376867384376884
2015-06-20,CDU/CSU,0.407496265560166,0.0227642746887967,0.430260540248963,0.384731990871369
2015-06-20,SPD,0.245189211618257,0.0199529203319502,0.265142131950207,0.225236291286307
2015-06-20,Grüne,0.103936929460581,0.0141451892116183,0.118082118672199,0.0897917402489627
2015-06-20,FDP,0.0481410788381743,0.00986073278008299,0.0580018116182573,0.0382803460580913
2015-06-20,Linke,0.0939253112033195,0.013541444813278,0.107466756016597,0.0803838663900415
2015-06-20,AfD,0.0478174273858921,0.00983911452282158,0.0576565419087137,0.0379783128630705
2015-06-23,CDU/CSU,0.405685329789002,0.0227628152517029,0.428448145040704,0.382922514537299
2015-06-23,SPD,0.247002824389433,0.020009229938528,0.267012054327961,0.226993594450905
2015-06-23,Grüne,0.103036633992358,0.0141015484299718,0.117138182422329,0.0889350855623858
2015-06-23,FDP,0.0472350058149194,0.00978550672869247,0.0570205125436119,0.0374494990862269
2015-06-23,Linke,0.0948234756604087,0.0135984748297059,0.108421950490115,0.0812250008307028
2015-06-23,AfD,0.046911031732846,0.00976386692141552,0.0566748986542615,0.0371471648114305
2015-06-24,CDU/CSU,0.405684612828182,0.0227654760717846,0.428450088899967,0.382919136756397
2015-06-24,SPD,0.247005649717514,0.0200118951478897,0.267017544865404,0.226993754569624
2015-06-24,Grüne,0.100956713193752,0.0139979162512463,0.114954629444998,0.0869587969425058
2015-06-24,FDP,0.0472345463609172,0.00978571369225656,0.0570202600531738,0.0374488326686607
2015-06-24,Linke,0.0969030408773679,0.0137132037221668,0.110616244599535,0.0831898371552011
2015-06-24,AfD,0.0448317547357926,0.00958529661016949,0.0544170513459621,0.0352464581256231
2015-06-25,CDU/CSU,0.406526000996843,0.0227734582156504,0.429299459212494,0.383752542781193
2015-06-25,SPD,0.24616547599269,0.019979381126433,0.266144857119123,0.226186094866257
2015-06-25,Grüne,0.100117544442598,0.0139298621033394,0.114047406545938,0.086187682339259
2015-06-25,FDP,0.0480740156172122,0.00989874646951321,0.0579727620867254,0.0381752691476989
2015-06-25,Linke,0.0960628842000332,0.0136408606080744,0.109703744808108,0.0824220235919588
2015-06-25,AfD,0.0439919421830869,0.00947076507725536,0.0534627072603423,0.0345211771058315
2015-06-27,CDU/CSU,0.408785217103083,0.02275808501823,0.431543302121313,0.386027132084853
2015-06-27,SPD,0.243899569108386,0.0198973955916473,0.263796964700033,0.224002173516738
2015-06-27,Grüne,0.100117252237322,0.0139096221411999,0.114026874378522,0.086207630096122
2015-06-27,FDP,0.0458033642691415,0.00969656032482599,0.0554999245939675,0.0361068039443155
2015-06-27,Linke,0.0983232515744117,0.0137383692409679,0.11206162081538,0.0845848823334438
2015-06-27,AfD,0.0440068776930726,0.00945622886973815,0.0534631065628107,0.0345506488233344
2015-06-30,CDU/CSU,0.407881110190555,0.0227486975973488,0.430629807787904,0.385132412593206
2015-06-30,SPD,0.242997928748964,0.0198736437448219,0.262871572493786,0.223124285004143
2015-06-30,Grüne,0.101019055509528,0.0139599072079536,0.114978962717481,0.0870591483015742
2015-06-30,FDP,0.04490057995029,0.00960974233637117,0.0545103222866612,0.0352908376139188
2015-06-30,Linke,0.0965190555095278,0.0136353247721624,0.11015438028169,0.0828837307373654
2015-06-30,AfD,0.0440070422535211,0.00945429991714996,0.0534613421706711,0.0345527423363712
2015-07-01,CDU/CSU,0.40995318584804,0.022763491590024,0.432716677438065,0.387189694258016
2015-07-01,SPD,0.242999005717127,0.019873924103074,0.262872929820201,0.223125081614053
2015-07-01,Grüne,0.101019139945314,0.0139600894854586,0.114979229430773,0.0870590504598558
2015-07-01,FDP,0.0449001574281216,0.00960983097191151,0.0545099884000331,0.0352903264562101
2015-07-01,Linke,0.0965187670892369,0.013635480155771,0.110154247245008,0.0828832869334659
2015-07-01,AfD,0.044007374264645,0.00945444693015163,0.0534618211947966,0.0345529273344933
2015-07-02,CDU/CSU,0.409557244013048,0.0224001121807622,0.43195735619381,0.387157131832286
2015-07-02,SPD,0.243277508154985,0.0195638857506564,0.262841393905641,0.223713622404328
2015-07-02,Grüne,0.102172806110271,0.0138154642374095,0.115988270347681,0.0883573418728618
2015-07-02,FDP,0.0451030312674039,0.00946961413000239,0.0545726453974063,0.0356334171374015
2015-07-02,Linke,0.0966572519691304,0.0134261444824568,0.110083396451587,0.0832311074866736
2015-07-02,AfD,0.0442457633861087,0.00932041132946137,0.0535661747155701,0.0349253520566473
2015-07-03,CDU/CSU,0.409557384872345,0.0223968241469816,0.431954209019327,0.387160560725364
2015-07-03,SPD,0.244261115087887,0.0195918603356399,0.263852975423527,0.224669254752247
2015-07-03,Grüne,0.102175296269784,0.0138136888570747,0.115988985126859,0.0883616074127098
2015-07-03,FDP,0.0451014077785731,0.00946812216654736,0.0545695299451205,0.0356332856120258
2015-07-03,Linke,0.0956768472122803,0.0133486908454625,0.109025538057743,0.0823281563668178
2015-07-03,AfD,0.0442444126302394,0.00931896683369124,0.0535633794639306,0.0349254457965482
2015-07-04,CDU/CSU,0.407678068577108,0.0229081571972834,0.430586225774391,0.384769911379824
2015-07-04,SPD,0.244437220473745,0.0200560593009773,0.264493279774723,0.224381161172768
2015-07-04,Grüne,0.104126221633262,0.0142409781348352,0.118367199768097,0.0898852434984264
2015-07-04,FDP,0.0453122411793937,0.00969978631770747,0.0550120274971012,0.0356124548616863
2015-07-04,Linke,0.0954981779029319,0.0136562671856883,0.10915444508862,0.0818419107172437
2015-07-04,AfD,0.0440065429849263,0.00952732648666556,0.0535338694715919,0.0344792164982607
2015-07-07,CDU/CSU,0.414005131600728,0.0229464053964575,0.436951536997186,0.391058726204271
2015-07-07,SPD,0.243532527727197,0.020025775533852,0.26355830326105,0.223506752193345
2015-07-07,Grüne,0.10321842410197,0.0141837775202781,0.117402201622248,0.0890346465816918
2015-07-07,FDP,0.047118854494289,0.00986172487998676,0.0569805793742758,0.0372571296143023
2015-07-07,Linke,0.0954978480384042,0.0136517555040556,0.10914960354246,0.0818460925343486
2015-07-07,AfD,0.0440072007945704,0.0095249685482536,0.053532169342824,0.0344822322463168
2015-07-08,CDU/CSU,0.414007115671024,0.0229431391692868,0.436950254840311,0.391063976501738
2015-07-08,SPD,0.243528048982294,0.0200225326824425,0.263550581664736,0.223505516299851
2015-07-08,Grüne,0.105290004964422,0.0142845349991726,0.119574539963594,0.0910054699652491
2015-07-08,FDP,0.0471198080423631,0.0098592147939765,0.0569790228363396,0.0372605932483866
2015-07-08,Linke,0.095499338077114,0.0136490567598875,0.109148394837001,0.0818502813172265
2015-07-08,AfD,0.0440058745656131,0.00952228528876386,0.053528159854377,0.0344835892768492
2015-07-12,CDU/CSU,0.417646605598836,0.0233957058471021,0.441042311445938,0.394250899751734
2015-07-12,SPD,0.246804211968153,0.0204781756698913,0.267282387638045,0.226326036298262
2015-07-12,Grüne,0.103549781696773,0.0144509982022087,0.118000779898981,0.0890987834945638
2015-07-12,FDP,0.0473666638130297,0.0100542479239791,0.0574209117370088,0.0373124158890506
2015-07-12,Linke,0.0953432925263248,0.0138973632394487,0.109240655765773,0.0814459292868761
2015-07-12,AfD,0.0406442085437891,0.00934766287132951,0.0499918714151186,0.0312965456724595
2015-07-13,CDU/CSU,0.415775057776256,0.0233821372935034,0.439157195069759,0.392392920482753
2015-07-13,SPD,0.24961354104254,0.0205451861679363,0.270158727210477,0.229068354874604
2015-07-13,Grüne,0.104485149362321,0.0145030908157151,0.118988240178036,0.0899820585466062
2015-07-13,FDP,0.0454934520243088,0.00988171274501412,0.0553751647693229,0.0356117392792947
2015-07-13,Linke,0.0944064024651203,0.0138408781990927,0.108247280664213,0.0805655242660276
2015-07-13,AfD,0.0397081229136352,0.00925761448258153,0.0489657373962167,0.0304505084310537
2015-07-14,CDU/CSU,0.41577397260274,0.0233853202054795,0.439159292808219,0.39238865239726
2015-07-14,SPD,0.249618578767123,0.0205483724315068,0.27016695119863,0.229070206335616
2015-07-14,Grüne,0.104483732876712,0.0145058116438356,0.118989544520548,0.0899779212328767
2015-07-14,FDP,0.0433501712328767,0.00969997945205479,0.0530501506849315,0.0336501917808219
2015-07-14,Linke,0.0944049657534247,0.0138435573630137,0.108248523116438,0.080561408390411
2015-07-14,AfD,0.0397080479452055,0.00926016438356164,0.0489682123287671,0.0304478835616438
2015-07-16,CDU/CSU,0.414742160278746,0.023547956445993,0.438290116724739,0.391194203832753
2015-07-16,SPD,0.248915069686411,0.0206816193379791,0.26959668902439,0.228233450348432
2015-07-16,Grüne,0.104561846689895,0.0146165400696864,0.119178386759582,0.0899453066202091
2015-07-16,FDP,0.043756968641115,0.00982471777003484,0.0535816864111498,0.0339322508710801
2015-07-16,Linke,0.0956141114982579,0.0140371733449477,0.109651284843206,0.0815769381533101
2015-07-16,AfD,0.0397029616724739,0.00932950522648084,0.0490324668989547,0.030373456445993
2015-07-17,CDU/CSU,0.416309047965116,0.0239877552688953,0.440296803234012,0.392321292696221
2015-07-17,SPD,0.247933775436047,0.0210206195494186,0.268954394985465,0.226913155886628
2015-07-17,Grüne,0.10432867005814,0.0148720503270349,0.119200720385174,0.0894566197311047
2015-07-17,FDP,0.0444240552325581,0.0100983393895349,0.054522394622093,0.0343257158430233
2015-07-17,Linke,0.0944912790697675,0.0142041042877907,0.108695383357558,0.0802871747819768
2015-07-17,AfD,0.0383266715116279,0.00934446039244186,0.0476711319040698,0.028982211119186
2015-07-18,CDU/CSU,0.4180905653583,0.0238838107670148,0.441974376125315,0.394206754591286
2015-07-18,SPD,0.246294112351458,0.0208770831832913,0.26717119553475,0.225417029168167
2015-07-18,Grüne,0.106037990637378,0.014899961289161,0.120937951926539,0.0911380293482175
2015-07-18,FDP,0.0443842275837234,0.0100477907814188,0.0544320183651422,0.0343364368023046
2015-07-18,Linke,0.0927925819229384,0.0140299819949586,0.106822563917897,0.0787625999279798
2015-07-18,AfD,0.04,0.00949305725603169,0.0494930572560317,0.0305069427439683
2015-07-20,CDU/CSU,0.41808867261422,0.0238968000360458,0.441985472650266,0.394191872578174
2015-07-20,SPD,0.245304136253041,0.0208659385419483,0.26617007479499,0.224438197711093
2015-07-20,Grüne,0.105062629539515,0.0148512408759124,0.119913870415428,0.0902113886636028
2015-07-20,FDP,0.0443885734883302,0.0100535378931243,0.0544421113814544,0.0343350355952059
2015-07-20,Linke,0.0937766964044336,0.0140948103090925,0.107871506713526,0.0796818860953411
2015-07-20,AfD,0.0390186536901865,0.00939815715959268,0.0484168108497792,0.0296204965305939
2015-07-22,CDU/CSU,0.415833483510542,0.0238806019102541,0.439714085420797,0.391952881600288
2015-07-22,SPD,0.247558118579924,0.0209196729140386,0.268477791493963,0.226638445665886
2015-07-22,Grüne,0.10280771310146,0.0147359839610741,0.117543697062534,0.0880717291403857
2015-07-22,FDP,0.0466435393764642,0.0102472850964138,0.056890824472878,0.0363962542800505
2015-07-22,Linke,0.0937772571634529,0.0140923445665886,0.107869601730041,0.0796849125968643
2015-07-22,AfD,0.0390187421156965,0.00939800234276446,0.048416744458461,0.0296207397729321
2015-07-23,CDU/CSU,0.415831605516993,0.023884013341747,0.43971561885874,0.391947592175246
2015-07-23,SPD,0.247561525286217,0.0209235977643559,0.268485123050572,0.226637927521861
2015-07-23,Grüne,0.102808978635175,0.0147388353015415,0.117547813936717,0.0880701433336338
2015-07-23,FDP,0.0466420265032002,0.0102485738754169,0.0568906003786171,0.0363934526277833
2015-07-23,Linke,0.093778959704318,0.0140952889209411,0.107874248625259,0.0796836707833769
2015-07-23,AfD,0.0390182998287208,0.00939952131975119,0.048417821148472,0.0296187785089696
2015-07-24,CDU/CSU,0.415795037176386,0.0238198692107856,0.439614906387172,0.391975167965601
2015-07-24,SPD,0.24647137866165,0.0208325262026337,0.267303904864284,0.225638852459016
2015-07-24,Grüne,0.10285407148616,0.0146998280032249,0.117553899489385,0.0881542434829347
2015-07-24,FDP,0.0466003762429454,0.0102189707067992,0.0568193469497447,0.0363814055361462
2015-07-24,Linke,0.0937552629221535,0.0140556463316313,0.107810909253785,0.0796996165905223
2015-07-24,AfD,0.0390244557914539,0.0093752423183732,0.0483996981098271,0.0296492134730807
2015-07-25,CDU/CSU,0.415169285447063,0.024350417134306,0.439519702581369,0.390818868312757
2015-07-25,SPD,0.244940142162364,0.0212553778526001,0.266195520014964,0.223684764309764
2015-07-25,Grüne,0.101163486719042,0.0149281677890011,0.116091654508043,0.0862353189300412
2015-07-25,FDP,0.0468911335578002,0.010462480359147,0.0573536139169473,0.0364286531986532
2015-07-25,Linke,0.0952964833520389,0.0144717499064721,0.109768233258511,0.0808247334455668
2015-07-25,AfD,0.0376056864945754,0.00940410680882903,0.0470097933034044,0.0282015796857464
2015-07-28,CDU/CSU,0.414151481169984,0.0243310223343613,0.438482503504345,0.389820458835623
2015-07-28,SPD,0.245966264835062,0.0212691496121858,0.267235414447248,0.224697115222876
2015-07-28,Grüne,0.10115830296234,0.0149218783291281,0.116080181291468,0.0862364246332119
2015-07-28,FDP,0.0468853378188954,0.0104565152789459,0.0573418530978413,0.0364288225399495
2015-07-28,Linke,0.0952962339968227,0.0144658443136156,0.109762078310438,0.0808303896832072
2015-07-28,AfD,0.0365816278852444,0.00928619755163069,0.0458678254368751,0.0272954303336137
2015-07-29,CDU/CSU,0.416489858865314,0.0243483316197775,0.440838190485092,0.392141527245537
2015-07-29,SPD,0.24362977848397,0.0212138956911861,0.264843674175157,0.222415882792784
2015-07-29,Grüne,0.101158519487803,0.0149248088606412,0.116083328348444,0.0862337106271614
2015-07-29,FDP,0.0445471539396205,0.010255839798112,0.0548029937377325,0.0342913141415086
2015-07-29,Linke,0.0952953547060473,0.0144686895971586,0.109764044303206,0.0808266651088887
2015-07-29,AfD,0.0342433872324516,0.0090550752406767,0.0432984624731283,0.0251883119917749
2015-07-30,CDU/CSU,0.417559960622874,0.0239029094326114,0.441462870055486,0.393657051190263
2015-07-30,SPD,0.243475478790048,0.0208132172901378,0.264288696080186,0.22266226149991
2015-07-30,Grüne,0.101534365491319,0.0146576239484518,0.116191989439771,0.0868767415428674
2015-07-30,FDP,0.0438580633613746,0.00996558797207804,0.0538236513334527,0.0338924753892966
2015-07-30,Linke,0.0950702523715769,0.0141892912117415,0.109259543583318,0.0808809611598353
2015-07-30,AfD,0.0344880973688921,0.00890036871308394,0.043388466081976,0.0255877286558081
2015-08-01,CDU/CSU,0.417978465796074,0.0234995079131713,0.441477973709245,0.394478957882902
2015-08-01,SPD,0.243358557467785,0.0204581475395659,0.263816705007351,0.222900409928219
2015-08-01,Grüne,0.101482746692035,0.0144067854363055,0.11588953212834,0.0870759612557295
2015-08-01,FDP,0.0437282712098936,0.00979013837239471,0.0535184095822883,0.0339381328374989
2015-08-01,Linke,0.0936275188099974,0.0138544763469688,0.107481995156966,0.0797730424630286
2015-08-01,AfD,0.0343371097466056,0.00873826861541123,0.0430753783620168,0.0255988411311943
2015-08-03,CDU/CSU,0.420799618816599,0.0235401143550204,0.444339733171619,0.397259504461578
2015-08-03,SPD,0.241461058650264,0.0204319015853764,0.261892960235641,0.221029157064888
2015-08-03,Grüne,0.101493979034913,0.0144217170579572,0.11591569609287,0.0870722619769558
2015-08-03,FDP,0.0437347310058044,0.00980038551503075,0.0535351165208351,0.0339343454907736
2015-08-03,Linke,0.0936251407779607,0.0138684510092697,0.10749359178723,0.079756689768691
2015-08-03,AfD,0.0343446244477172,0.00874665251667677,0.043091276964394,0.0255979719310405
2015-08-05,CDU/CSU,0.418632937711167,0.0235271142683878,0.442160051979555,0.395105823442779
2015-08-05,SPD,0.243627739755696,0.0204860686130122,0.264113808368708,0.223141671142684
2015-08-05,Grüne,0.101493979034913,0.0144217170579572,0.11591569609287,0.0870722619769558
2015-08-05,FDP,0.0459014121112363,0.0099867200900979,0.0558881322013342,0.0359146920211384
2015-08-05,Linke,0.0914584596725288,0.0137514502295764,0.105209909902105,0.0777070094429524
2015-08-05,AfD,0.0343446244477172,0.00874665251667677,0.043091276964394,0.0255979719310405
2015-08-08,CDU/CSU,0.418630967853739,0.0235289021748549,0.442159870028594,0.395102065678884
2015-08-08,SPD,0.243628368425613,0.0204878650030327,0.264116233428646,0.22314050342258
2015-08-08,Grüne,0.101494237934321,0.0144234641712157,0.115917702105537,0.0870707737631055
2015-08-08,FDP,0.0459024347976778,0.00998690668053028,0.0558893414782081,0.0359155281171476
2015-08-08,Linke,0.0930686249025214,0.0138530032059614,0.106921628108483,0.0792156216965601
2015-08-08,AfD,0.035955289836236,0.00893357508014903,0.0448888649163851,0.027021714756087
2015-08-11,CDU/CSU,0.41769150779896,0.0235253812824957,0.441216889081456,0.394166126516464
2015-08-11,SPD,0.240812824956672,0.020414870017331,0.261227694974003,0.220397954939341
2015-08-11,Grüne,0.102433275563258,0.014476198440208,0.116909474003466,0.0879570771230503
2015-08-11,FDP,0.0459029462738302,0.00998705719237435,0.0558900034662045,0.0359158890814558
2015-08-11,Linke,0.0930684575389948,0.0138531334488735,0.106921590987868,0.0792153240901213
2015-08-11,AfD,0.0359558058925477,0.00893372703639515,0.0448895329289428,0.0270220788561525
2015-08-12,CDU/CSU,0.422025996533796,0.0235513882149047,0.4455773847487,0.398474608318891
2015-08-12,SPD,0.238645580589255,0.0203606889081456,0.2590062694974,0.218284891681109
2015-08-12,Grüne,0.102433275563258,0.014476198440208,0.116909474003466,0.0879570771230503
2015-08-12,FDP,0.0459029462738302,0.00998705719237435,0.0558900034662045,0.0359158890814558
2015-08-12,Linke,0.0930684575389948,0.0138531334488735,0.106921590987868,0.0792153240901213
2015-08-12,AfD,0.0359558058925477,0.00893372703639515,0.0448895329289428,0.0270220788561525
2015-08-14,CDU/CSU,0.422112205257928,0.0239738512964134,0.446086056554341,0.398138353961514
2015-08-14,SPD,0.238587948324149,0.0207250293612792,0.259312977685428,0.217862918962869
2015-08-14,Grüne,0.102111301833951,0.0147246119794019,0.116835913813353,0.0873866898545487
2015-08-14,FDP,0.0447953744692384,0.0100312539524799,0.0548266284217183,0.0347641205167585
2015-08-14,Linke,0.093199024302105,0.0141063483602855,0.10730537266239,0.0790926759418195
2015-08-14,AfD,0.0357837202999368,0.00908392447375553,0.0448676447736923,0.0266997958261812
2015-08-16,CDU/CSU,0.422503649008328,0.0233051206319224,0.445808769640251,0.399198528376406
2015-08-16,SPD,0.238658023525371,0.0201457499785352,0.258803773503907,0.218512273546836
2015-08-16,Grüne,0.104098051000258,0.0144177118571306,0.118515762857388,0.089680339143127
2015-08-16,FDP,0.0445573967545291,0.00973926762256375,0.0542966643770928,0.0348181291319653
2015-08-16,Linke,0.093536533012793,0.0137213711685413,0.107257904181334,0.0798151618442517
2015-08-16,AfD,0.0339014338456255,0.00862770670558942,0.0425291405512149,0.0252737271400361
2015-08-17,CDU/CSU,0.419718261467102,0.0232913382580313,0.443009599725133,0.396426923209071
2015-08-17,SPD,0.241446057378457,0.0202228964095516,0.261668953788009,0.221223160968906
2015-08-17,Grüne,0.105027916165607,0.0144741659508675,0.119502082116475,0.0905537502147397
2015-08-17,FDP,0.0454874591994503,0.00983086153581859,0.0553183207352689,0.0356565976636317
2015-08-17,Linke,0.0926077993471912,0.0136699862566569,0.106277785603848,0.0789378130905343
2015-08-17,AfD,0.0357593197045181,0.00882879917539942,0.0445881188799175,0.0269305205291187
2015-08-19,CDU/CSU,0.420651127438561,0.023137687695296,0.443788815133857,0.397513439743265
2015-08-19,CDU/CSU,0.420651127438561,0.023137687695296,0.443788815133857,0.397513439743265
2015-08-19,CDU/CSU,0.420651127438561,0.023137687695296,0.443788815133857,0.397513439743265
2015-08-19,CDU/CSU,0.420651127438561,0.023137687695296,0.443788815133857,0.397513439743265
2015-08-19,SPD,0.242267122709231,0.0201016358415674,0.262368758550798,0.222165486867663
2015-08-19,SPD,0.242267122709231,0.0201016358415674,0.262368758550798,0.222165486867663
2015-08-19,SPD,0.242267122709231,0.0201016358415674,0.262368758550798,0.222165486867663
2015-08-19,SPD,0.242267122709231,0.0201016358415674,0.262368758550798,0.222165486867663
2015-08-19,Grüne,0.104352250654506,0.0143261954226839,0.118678446077189,0.0900260552318216
2015-08-19,Grüne,0.104352250654506,0.0143261954226839,0.118678446077189,0.0900260552318216
2015-08-19,Grüne,0.104352250654506,0.0143261954226839,0.118678446077189,0.0900260552318216
2015-08-19,Grüne,0.104352250654506,0.0143261954226839,0.118678446077189,0.0900260552318216
2015-08-19,FDP,0.0435364411789545,0.0095877332995524,0.0531241744785069,0.0339487078794021
2015-08-19,FDP,0.0435364411789545,0.0095877332995524,0.0531241744785069,0.0339487078794021
2015-08-19,FDP,0.0435364411789545,0.0095877332995524,0.0531241744785069,0.0339487078794021
2015-08-19,FDP,0.0435364411789545,0.0095877332995524,0.0531241744785069,0.0339487078794021
2015-08-19,Linke,0.0941685668440165,0.0136443509838696,0.107812917827886,0.0805242158601469
2015-08-19,Linke,0.0941685668440165,0.0136443509838696,0.107812917827886,0.0805242158601469
2015-08-19,Linke,0.0941685668440165,0.0136443509838696,0.107812917827886,0.0805242158601469
2015-08-19,Linke,0.0941685668440165,0.0136443509838696,0.107812917827886,0.0805242158601469
2015-08-19,AfD,0.0352402668693523,0.00869455198040706,0.0439348188497593,0.0265457148889452
2015-08-19,AfD,0.0352402668693523,0.00869455198040706,0.0439348188497593,0.0265457148889452
2015-08-19,AfD,0.0352402668693523,0.00869455198040706,0.0439348188497593,0.0265457148889452
2015-08-19,AfD,0.0352402668693523,0.00869455198040706,0.0439348188497593,0.0265457148889452
2015-08-21,CDU/CSU,0.421760264675942,0.0231906523583305,0.444950917034272,0.398569612317611
2015-08-21,SPD,0.243293603664744,0.02017231761113,0.263465921275874,0.223121286053614
2015-08-21,Grüne,0.103265609093994,0.0142760587037665,0.11754166779776,0.0889895503902274
2015-08-21,FDP,0.0435523413640991,0.00960634967763828,0.0531586910417374,0.0339459916864608
2015-08-21,Linke,0.0941873091279267,0.0136708941296233,0.10785820325755,0.0805164149983034
2015-08-21,AfD,0.0341576179165253,0.00855951645741432,0.0427171343739396,0.025598101459111
2015-08-22,CDU/CSU,0.419690474149018,0.0233196407442339,0.443010114893252,0.396370833404784
2015-08-22,SPD,0.24332890336963,0.0202959127154248,0.263624816085055,0.223032990654206
2015-08-22,Grüne,0.101211952327874,0.0142562145245649,0.115468166852439,0.0869557378033096
2015-08-22,FDP,0.0435904141301552,0.00966753493955243,0.0532579490697076,0.0339228791906028
2015-08-22,Linke,0.0941250107176541,0.0137531741404441,0.107878184858098,0.08037183657721
2015-08-22,AfD,0.036183657720998,0.00882043642287576,0.0450040941438738,0.0273632212981223
2015-08-26,CDU/CSU,0.417260273972603,0.0232861960616438,0.440546470034247,0.393974077910959
2015-08-26,CDU/CSU,0.417260273972603,0.0232861960616438,0.440546470034247,0.393974077910959
2015-08-26,CDU/CSU,0.417260273972603,0.0232861960616438,0.440546470034247,0.393974077910959
2015-08-26,CDU/CSU,0.417260273972603,0.0232861960616438,0.440546470034247,0.393974077910959
2015-08-26,SPD,0.241466609589041,0.0202330890410959,0.261699698630137,0.221233520547945
2015-08-26,SPD,0.241466609589041,0.0202330890410959,0.261699698630137,0.221233520547945
2015-08-26,SPD,0.241466609589041,0.0202330890410959,0.261699698630137,0.221233520547945
2015-08-26,SPD,0.241466609589041,0.0202330890410959,0.261699698630137,0.221233520547945
2015-08-26,Grüne,0.102149828767123,0.0142934434931507,0.116443272260274,0.0878563852739726
2015-08-26,Grüne,0.102149828767123,0.0142934434931507,0.116443272260274,0.0878563852739726
2015-08-26,Grüne,0.102149828767123,0.0142934434931507,0.116443272260274,0.0878563852739726
2015-08-26,Grüne,0.102149828767123,0.0142934434931507,0.116443272260274,0.0878563852739726
2015-08-26,FDP,0.0435924657534247,0.00966059075342466,0.0532530565068493,0.033931875
2015-08-26,FDP,0.0435924657534247,0.00966059075342466,0.0532530565068493,0.033931875
2015-08-26,FDP,0.0435924657534247,0.00966059075342466,0.0532530565068493,0.033931875
2015-08-26,FDP,0.0435924657534247,0.00966059075342466,0.0532530565068493,0.033931875
2015-08-26,Linke,0.0962594178082192,0.0138505616438356,0.110109979452055,0.0824088561643836
2015-08-26,Linke,0.0962594178082192,0.0138505616438356,0.110109979452055,0.0824088561643836
2015-08-26,Linke,0.0962594178082192,0.0138505616438356,0.110109979452055,0.0824088561643836
2015-08-26,Linke,0.0962594178082192,0.0138505616438356,0.110109979452055,0.0824088561643836
2015-08-26,AfD,0.0383296232876712,0.0090259272260274,0.0473555505136986,0.0293036960616438
2015-08-26,AfD,0.0383296232876712,0.0090259272260274,0.0473555505136986,0.0293036960616438
2015-08-26,AfD,0.0383296232876712,0.0090259272260274,0.0473555505136986,0.0293036960616438
2015-08-26,AfD,0.0383296232876712,0.0090259272260274,0.0473555505136986,0.0293036960616438
2015-08-27,CDU/CSU,0.417261680643505,0.0232820879685093,0.440543768612014,0.393979592674996
2015-08-27,SPD,0.242332705801814,0.0202613837069998,0.262594089508814,0.222071322094814
2015-08-27,Grüne,0.10214872497005,0.0142904175937019,0.116439142563751,0.0878583073763478
2015-08-27,FDP,0.0435957556049974,0.00965907410576759,0.053254829710765,0.0339366814992298
2015-08-27,Linke,0.0971230532260825,0.0139210088995379,0.11104406212562,0.0832020443265446
