datum,partei,rolling_average,sz_err,ci_higher,ci_lower
2013-10-20,FDP,0.0340059642147117,0.00851955268389662,0.0425255168986084,0.0254864115308151
2013-10-20,Linke,0.0915079522862823,0.0136443827037773,0.10515233499006,0.077863569582505
2013-10-20,AfD,0.0522450298210736,0.010530592445328,0.0627756222664016,0.0417144373757455
2013-10-21,CDU/CSU,0.42598125249302,0.0234488731551655,0.449430125648185,0.402532379337854
2013-10-21,SPD,0.252676505783805,0.020618125249302,0.273294631033107,0.232058380534503
2013-10-21,Grüne,0.0853270841643398,0.0132318986836857,0.0985589828480255,0.0720951854806542
2013-10-21,FDP,0.033986836856801,0.00853349820502593,0.0425203350618269,0.025453338651775
2013-10-21,Linke,0.0915127642600718,0.0136681182688472,0.105180882528919,0.0778446459912246
2013-10-21,AfD,0.0542446150777822,0.0107192401276426,0.0649638552054248,0.0435253749501396
2013-10-23,CDU/CSU,0.424272960395099,0.0228079304777282,0.447080890872827,0.401465029917371
2013-10-23,SPD,0.254448665590275,0.0201121217589515,0.274560787349226,0.234336543831323
2013-10-23,Grüne,0.0850736062304112,0.012868753917751,0.0979423601481622,0.0722048523126603
2013-10-23,FDP,0.0342729603950993,0.00832003039224997,0.0425929907873492,0.0259529300028493
2013-10-23,Linke,0.0933402982239529,0.0134243622376294,0.106764660461582,0.0799159359863235
2013-10-23,AfD,0.0521431285022319,0.0102603362142654,0.0624034647164973,0.0418827922879666
2013-10-25,CDU/CSU,0.422429878655262,0.0232179679729461,0.445647846628208,0.399211910682315
2013-10-25,SPD,0.25520887209071,0.0205215744977124,0.275730446588422,0.234687297592998
2013-10-25,Grüne,0.0863357867515417,0.0132140113387706,0.0995497980903123,0.073121775412771
2013-10-25,FDP,0.0354973145016909,0.00864941117963,0.0441467256813209,0.0268479033220609
2013-10-25,Linke,0.0934981102048936,0.0136837497513428,0.107181859956236,0.0798143604535508
2013-10-25,AfD,0.0529918440421723,0.0105403421523772,0.0635321861945494,0.0424515018897951
2013-10-27,CDU/CSU,0.41929061157327,0.0220676094707012,0.441358221043971,0.397223002102569
2013-10-27,SPD,0.257730139866533,0.0195706536246458,0.277300793491178,0.238159486241887
2013-10-27,Grüne,0.0895749154401682,0.0127164064356888,0.102291321875857,0.0768585090044794
2013-10-27,FDP,0.0350525642197641,0.00820640003656641,0.0432589642563306,0.0268461641831977
2013-10-27,Linke,0.0910814516866258,0.012890351037572,0.103971802724198,0.0781911006490538
2013-10-27,AfD,0.0527497943139227,0.0100172876862602,0.0627670820001828,0.0427325066276625
2013-10-30,CDU/CSU,0.415229266527991,0.0219205878628923,0.437149854390884,0.393308678665099
2013-10-30,CDU/CSU,0.415229266527991,0.0219205878628923,0.437149854390884,0.393308678665099
2013-10-30,CDU/CSU,0.415229266527991,0.0219205878628923,0.437149854390884,0.393308678665099
2013-10-30,CDU/CSU,0.415229266527991,0.0219205878628923,0.437149854390884,0.393308678665099
2013-10-30,SPD,0.25645156914172,0.0194328904766211,0.275884459618341,0.237018678665099
2013-10-30,SPD,0.25645156914172,0.0194328904766211,0.275884459618341,0.237018678665099
2013-10-30,SPD,0.25645156914172,0.0194328904766211,0.275884459618341,0.237018678665099
2013-10-30,SPD,0.25645156914172,0.0194328904766211,0.275884459618341,0.237018678665099
2013-10-30,Grüne,0.0937559916794791,0.0128922402098218,0.106648231889301,0.0808637514696572
2013-10-30,Grüne,0.0937559916794791,0.0128922402098218,0.106648231889301,0.0808637514696572
2013-10-30,Grüne,0.0937559916794791,0.0128922402098218,0.106648231889301,0.0808637514696572
2013-10-30,Grüne,0.0937559916794791,0.0128922402098218,0.106648231889301,0.0808637514696572
2013-10-30,FDP,0.034148051008411,0.00806506466491815,0.0422131156733291,0.0260829863434928
2013-10-30,FDP,0.034148051008411,0.00806506466491815,0.0422131156733291,0.0260829863434928
2013-10-30,FDP,0.034148051008411,0.00806506466491815,0.0422131156733291,0.0260829863434928
2013-10-30,FDP,0.034148051008411,0.00806506466491815,0.0422131156733291,0.0260829863434928
2013-10-30,Linke,0.0901125983539839,0.0127585592837117,0.102871157637696,0.0773540390702722
2013-10-30,Linke,0.0901125983539839,0.0127585592837117,0.102871157637696,0.0773540390702722
2013-10-30,Linke,0.0901125983539839,0.0127585592837117,0.102871157637696,0.0773540390702722
2013-10-30,Linke,0.0901125983539839,0.0127585592837117,0.102871157637696,0.0773540390702722
2013-10-30,AfD,0.0489988242742154,0.00962723523559736,0.0586260595098128,0.0393715890386181
2013-10-30,AfD,0.0489988242742154,0.00962723523559736,0.0586260595098128,0.0393715890386181
2013-10-30,AfD,0.0489988242742154,0.00962723523559736,0.0586260595098128,0.0393715890386181
2013-10-30,AfD,0.0489988242742154,0.00962723523559736,0.0586260595098128,0.0393715890386181
2013-11-03,CDU/CSU,0.418061474636998,0.0224956298321705,0.440557104469168,0.395565844804827
2013-11-03,SPD,0.253690835376202,0.0198707769187252,0.273561612294927,0.233820058457477
2013-11-03,Grüne,0.0908806336036206,0.013078214218367,0.103958847821988,0.0778024193852536
2013-11-03,FDP,0.0343244389967943,0.00828021780124458,0.0426046567980388,0.0260442211955497
2013-11-03,Linke,0.0901173863850651,0.0130814972656987,0.103198883650764,0.0770358891193664
2013-11-03,AfD,0.0489562511785782,0.0098703969451254,0.0588266481237036,0.0390858542334528
2013-11-06,CDU/CSU,0.418057995655049,0.0225155653159535,0.440573560971002,0.395542430339095
2013-11-06,CDU/CSU,0.418057995655049,0.0225155653159535,0.440573560971002,0.395542430339095
2013-11-06,CDU/CSU,0.418057995655049,0.0225155653159535,0.440573560971002,0.395542430339095
2013-11-06,CDU/CSU,0.418057995655049,0.0225155653159535,0.440573560971002,0.395542430339095
2013-11-06,SPD,0.255040143572306,0.0199208954378011,0.274961039010107,0.235119248134505
2013-11-06,SPD,0.255040143572306,0.0199208954378011,0.274961039010107,0.235119248134505
2013-11-06,SPD,0.255040143572306,0.0199208954378011,0.274961039010107,0.235119248134505
2013-11-06,SPD,0.255040143572306,0.0199208954378011,0.274961039010107,0.235119248134505
2013-11-06,Grüne,0.0908633229432323,0.0130904864456409,0.103953809388873,0.0777728364975914
2013-11-06,Grüne,0.0908633229432323,0.0130904864456409,0.103953809388873,0.0777728364975914
2013-11-06,Grüne,0.0908633229432323,0.0130904864456409,0.103953809388873,0.0777728364975914
2013-11-06,Grüne,0.0908633229432323,0.0130904864456409,0.103953809388873,0.0777728364975914
2013-11-06,FDP,0.0319613677151223,0.00805506375743837,0.0400164314725607,0.0239063039576839
2013-11-06,FDP,0.0319613677151223,0.00805506375743837,0.0400164314725607,0.0239063039576839
2013-11-06,FDP,0.0319613677151223,0.00805506375743837,0.0400164314725607,0.0239063039576839
2013-11-06,FDP,0.0319613677151223,0.00805506375743837,0.0400164314725607,0.0239063039576839
2013-11-06,Linke,0.091117408142061,0.0131568782469066,0.104274286388968,0.0779605298951544
2013-11-06,Linke,0.091117408142061,0.0131568782469066,0.104274286388968,0.0779605298951544
2013-11-06,Linke,0.091117408142061,0.0131568782469066,0.104274286388968,0.0779605298951544
2013-11-06,Linke,0.091117408142061,0.0131568782469066,0.104274286388968,0.0779605298951544
2013-11-06,AfD,0.0499636346462643,0.00997614149428545,0.0599397761405497,0.0399874931519788
2013-11-06,AfD,0.0499636346462643,0.00997614149428545,0.0599397761405497,0.0399874931519788
2013-11-06,AfD,0.0499636346462643,0.00997614149428545,0.0599397761405497,0.0399874931519788
2013-11-06,AfD,0.0499636346462643,0.00997614149428545,0.0599397761405497,0.0399874931519788
2013-11-07,CDU/CSU,0.42,0.022140526220778,0.442140526220778,0.397859473779222
2013-11-07,SPD,0.254332520985649,0.0195431537142341,0.273875674699883,0.234789367271414
2013-11-07,Grüne,0.0921969491831393,0.0129552179799621,0.105152167163101,0.0792417312031772
2013-11-07,FDP,0.0309463850528026,0.00776289556819208,0.0387092806209947,0.0231834894846105
2013-11-07,Linke,0.0910677859012546,0.0129239958480007,0.103991781749255,0.0781437900532539
2013-11-07,AfD,0.0485932845924722,0.0096485648524235,0.0582418494448958,0.0389447197400487
2013-11-08,CDU/CSU,0.42,0.0220608637339056,0.442060863733906,0.397939136266094
2013-11-08,SPD,0.254385729613734,0.0194746137339056,0.273860343347639,0.234911115879828
2013-11-08,Grüne,0.0932340844062947,0.0129983118741059,0.106232396280401,0.0802357725321888
2013-11-08,FDP,0.0309375,0.00773520386266094,0.0386727038626609,0.0232022961373391
2013-11-08,Linke,0.09,0.0127939100500715,0.102793910050072,0.0772060899499285
2013-11-08,AfD,0.048606491416309,0.00961469867668097,0.05822119009299,0.038991792739628
2013-11-10,CDU/CSU,0.417856609410007,0.0225934185959671,0.440450028005975,0.39526319081404
2013-11-10,SPD,0.256722367438387,0.0200099402539208,0.276732307692308,0.236712427184466
2013-11-10,Grüne,0.0955199775952203,0.01344643017177,0.10896640776699,0.0820735474234503
2013-11-10,FDP,0.0309788088125467,0.00792868932038835,0.038907498132935,0.0230501194921583
2013-11-10,Linke,0.09,0.0131129919716206,0.103112991971621,0.0768870080283794
2013-11-10,AfD,0.0485450896191187,0.00984988704256908,0.0583949766616878,0.0386952025765497
2013-11-12,CDU/CSU,0.417854406130268,0.0226066292869825,0.440461035417251,0.395247776843286
2013-11-12,SPD,0.254769647696477,0.0199741771797028,0.27474382487618,0.234795470516774
2013-11-12,Grüne,0.0964900476590973,0.0135094327632931,0.10999948042239,0.0829806148958041
2013-11-12,FDP,0.030974675263994,0.00793264835062144,0.0389073236146155,0.0230420269133726
2013-11-12,Linke,0.09,0.0131197271283058,0.103119727128306,0.0768802728716942
2013-11-12,AfD,0.0475740584992057,0.00976122418465564,0.0573352826838613,0.03781283431455
2013-11-13,CDU/CSU,0.415517757009346,0.0225929158878505,0.438110672897196,0.392924841121495
2013-11-13,SPD,0.252433644859813,0.0199207196261682,0.272354364485981,0.232512925233645
2013-11-13,Grüne,0.0964906542056075,0.013509646728972,0.110000300934579,0.0829810074766355
2013-11-13,FDP,0.033311214953271,0.00816407289719626,0.0414752878504673,0.0251471420560748
2013-11-13,Linke,0.0923364485981308,0.0132460728971963,0.105582521495327,0.0790903757009346
2013-11-13,AfD,0.0475738317757009,0.00976133831775701,0.0573351700934579,0.0378124934579439
2013-11-17,CDU/CSU,0.415286059629331,0.0220459423404065,0.437332001969738,0.393240117288925
2013-11-17,SPD,0.250275763273346,0.0193919384009312,0.269667701674277,0.230883824872415
2013-11-17,Grüne,0.0966380159369684,0.013187751813054,0.109825767750022,0.0834502641239144
2013-11-17,FDP,0.0331721729787806,0.00796086489390277,0.0411330378726833,0.0252113080848778
2013-11-17,Linke,0.0922383382576775,0.0129241086937058,0.105162446951383,0.0793142295639717
2013-11-17,AfD,0.0476757095532277,0.00953001701137076,0.0572057265645984,0.0381456925418569
2013-11-19,CDU/CSU,0.414382163323782,0.0220370594555874,0.43641922277937,0.392345103868195
2013-11-19,SPD,0.250275787965616,0.0193921866045845,0.269667974570201,0.230883601361032
2013-11-19,Grüne,0.0966386103151863,0.013188255730659,0.109826866045845,0.0834503545845272
2013-11-19,FDP,0.0340759312320917,0.00810248119627507,0.0421784124283668,0.0259734500358166
2013-11-19,Linke,0.0922385386819484,0.012924589004298,0.105163127686246,0.0793139496776504
2013-11-19,AfD,0.0467711318051576,0.00942114165472779,0.0561922734598854,0.0373499901504298
2013-11-20,CDU/CSU,0.412511178680021,0.0220095367554999,0.434520715435521,0.390501641924522
2013-11-20,CDU/CSU,0.412511178680021,0.0220095367554999,0.434520715435521,0.390501641924522
2013-11-20,CDU/CSU,0.412511178680021,0.0220095367554999,0.434520715435521,0.390501641924522
2013-11-20,CDU/CSU,0.412511178680021,0.0220095367554999,0.434520715435521,0.390501641924522
2013-11-20,SPD,0.250274548381327,0.0193797424432123,0.269654290824539,0.230894805938115
2013-11-20,SPD,0.250274548381327,0.0193797424432123,0.269654290824539,0.230894805938115
2013-11-20,SPD,0.250274548381327,0.0193797424432123,0.269654290824539,0.230894805938115
2013-11-20,SPD,0.250274548381327,0.0193797424432123,0.269654290824539,0.230894805938115
2013-11-20,Grüne,0.09982292970846,0.0133519987479878,0.113174928456448,0.0864709309604722
2013-11-20,Grüne,0.09982292970846,0.0133519987479878,0.113174928456448,0.0864709309604722
2013-11-20,Grüne,0.09982292970846,0.0133519987479878,0.113174928456448,0.0864709309604722
2013-11-20,Grüne,0.09982292970846,0.0133519987479878,0.113174928456448,0.0864709309604722
2013-11-20,FDP,0.0350160972992309,0.00819417546056162,0.0432102727597925,0.0268219218386693
2013-11-20,FDP,0.0350160972992309,0.00819417546056162,0.0432102727597925,0.0268219218386693
2013-11-20,FDP,0.0350160972992309,0.00819417546056162,0.0432102727597925,0.0268219218386693
2013-11-20,FDP,0.0350160972992309,0.00819417546056162,0.0432102727597925,0.0268219218386693
2013-11-20,Linke,0.0912980683240923,0.0128580361294938,0.104156104453586,0.0784400321945985
2013-11-20,Linke,0.0912980683240923,0.0128580361294938,0.104156104453586,0.0784400321945985
2013-11-20,Linke,0.0912980683240923,0.0128580361294938,0.104156104453586,0.0784400321945985
2013-11-20,Linke,0.0912980683240923,0.0128580361294938,0.104156104453586,0.0784400321945985
2013-11-20,AfD,0.0477021105347881,0.00950623502056877,0.0572083455553568,0.0381958755142193
2013-11-20,AfD,0.0477021105347881,0.00950623502056877,0.0572083455553568,0.0381958755142193
2013-11-20,AfD,0.0477021105347881,0.00950623502056877,0.0572083455553568,0.0381958755142193
2013-11-20,AfD,0.0477021105347881,0.00950623502056877,0.0572083455553568,0.0381958755142193
2013-11-22,CDU/CSU,0.412150356205474,0.0224111773528309,0.434561533558305,0.389739178852643
2013-11-22,SPD,0.248862954630671,0.0196952418447694,0.268558196475441,0.229167712785902
2013-11-22,Grüne,0.099814398200225,0.013595021559805,0.11340941976003,0.08621937664042
2013-11-22,FDP,0.0352577802774653,0.00836041526059243,0.0436181955380577,0.0268973650168729
2013-11-22,Linke,0.0913606111736033,0.0130944731908511,0.104455084364454,0.0782661379827521
2013-11-22,AfD,0.0480732095988002,0.00970279152605924,0.0577760011248594,0.0383704180727409
2013-11-24,CDU/CSU,0.414450380924112,0.0231348995745523,0.437585280498664,0.39131548134956
2013-11-24,SPD,0.248799841693876,0.0203156287721381,0.269115470466014,0.228484212921737
2013-11-24,Grüne,0.0998040961709706,0.0140212793113684,0.113825375482339,0.0857828168596023
2013-11-24,FDP,0.035549619075888,0.00863718116157119,0.0441868002374592,0.0269124379143168
2013-11-24,Linke,0.0914361333729099,0.0135081715642624,0.104944304937172,0.0779279618086475
2013-11-24,AfD,0.0479662610072227,0.0100043514395963,0.057970612446819,0.0379619095676264
2013-11-27,CDU/CSU,0.415892980892981,0.0231489278289278,0.439041908721909,0.392744053064053
2013-11-27,CDU/CSU,0.415892980892981,0.0231489278289278,0.439041908721909,0.392744053064053
2013-11-27,CDU/CSU,0.415892980892981,0.0231489278289278,0.439041908721909,0.392744053064053
2013-11-27,CDU/CSU,0.415892980892981,0.0231489278289278,0.439041908721909,0.392744053064053
2013-11-27,SPD,0.247359172359172,0.0202858766458766,0.267645049005049,0.227073295713296
2013-11-27,SPD,0.247359172359172,0.0202858766458766,0.267645049005049,0.227073295713296
2013-11-27,SPD,0.247359172359172,0.0202858766458766,0.267645049005049,0.227073295713296
2013-11-27,SPD,0.247359172359172,0.0202858766458766,0.267645049005049,0.227073295713296
2013-11-27,Grüne,0.0952499752499752,0.0137760588060588,0.109026034056034,0.0814739164439164
2013-11-27,Grüne,0.0952499752499752,0.0137760588060588,0.109026034056034,0.0814739164439164
2013-11-27,Grüne,0.0952499752499752,0.0137760588060588,0.109026034056034,0.0814739164439164
2013-11-27,Grüne,0.0952499752499752,0.0137760588060588,0.109026034056034,0.0814739164439164
2013-11-27,FDP,0.0330709830709831,0.00839635481635482,0.0414673378873379,0.0246746282546283
2013-11-27,FDP,0.0330709830709831,0.00839635481635482,0.0414673378873379,0.0246746282546283
2013-11-27,FDP,0.0330709830709831,0.00839635481635482,0.0414673378873379,0.0246746282546283
2013-11-27,FDP,0.0330709830709831,0.00839635481635482,0.0414673378873379,0.0246746282546283
2013-11-27,Linke,0.0935120285120285,0.0136396495396495,0.107151678051678,0.079872378972379
2013-11-27,Linke,0.0935120285120285,0.0136396495396495,0.107151678051678,0.079872378972379
2013-11-27,Linke,0.0935120285120285,0.0136396495396495,0.107151678051678,0.079872378972379
2013-11-27,Linke,0.0935120285120285,0.0136396495396495,0.107151678051678,0.079872378972379
2013-11-27,AfD,0.047968022968023,0.0100070973170973,0.0579751202851203,0.0379609256509257
2013-11-27,AfD,0.047968022968023,0.0100070973170973,0.0579751202851203,0.0379609256509257
2013-11-27,AfD,0.047968022968023,0.0100070973170973,0.0579751202851203,0.0379609256509257
2013-11-27,AfD,0.047968022968023,0.0100070973170973,0.0579751202851203,0.0379609256509257
2013-11-29,CDU/CSU,0.415885649112367,0.0231673331349797,0.439052982247347,0.392718315977388
2013-11-29,SPD,0.247336606168799,0.0202994703957156,0.267636076564515,0.227037135773083
2013-11-29,Grüne,0.0939998016463354,0.0136833214321135,0.107683123078449,0.080316480214222
2013-11-29,FDP,0.0330764653376971,0.0084022632153129,0.04147872855301,0.0246742021223842
2013-11-29,Linke,0.094777843895666,0.0137456768818804,0.108523520777546,0.0810321670137856
2013-11-29,AfD,0.0479643955172072,0.0100150540513736,0.0579794495685808,0.0379493414658336
2013-12-01,CDU/CSU,0.413633132060771,0.0229141858200234,0.436547317880795,0.390718946240748
2013-12-01,SPD,0.249711238800156,0.0201454762368524,0.269856715037008,0.229565762563303
2013-12-01,Grüne,0.0917812621737437,0.0134203905336969,0.105201652707441,0.0783608716400468
2013-12-01,FDP,0.0353476821192053,0.00855133229450721,0.0438990144137125,0.0267963498246981
2013-12-01,Linke,0.0946917608102844,0.0136039715621348,0.108295732372419,0.0810877892481496
2013-12-01,AfD,0.0480010712894429,0.00991480814179977,0.0579158794312427,0.0380862631476432
2013-12-03,CDU/CSU,0.41771129503408,0.0229423777994158,0.440653672833496,0.394768917234664
2013-12-03,SPD,0.246652385589094,0.0200676718597858,0.26672005744888,0.226584713729309
2013-12-03,Grüne,0.09280282375852,0.0134773972736125,0.106280221032132,0.0793254264849075
2013-12-03,FDP,0.03534858812074,0.00854926290165531,0.0438978510223953,0.0267993252190847
2013-12-03,Linke,0.0936718597857838,0.0135405306718598,0.107212390457644,0.0801313291139241
2013-12-03,AfD,0.0469805258033106,0.00981465043816943,0.05679517624148,0.0371658753651412
2013-12-04,CDU/CSU,0.417711072158925,0.0229451631122797,0.440656235271205,0.394765909046645
2013-12-04,SPD,0.246654007206154,0.0200704547667738,0.266724461972928,0.226583552439381
2013-12-04,Grüne,0.0952376083357678,0.0136090807284059,0.108846689064174,0.081628527607362
2013-12-04,FDP,0.0353491089687409,0.00854944395754212,0.043898552926283,0.0267996650111988
2013-12-04,Linke,0.0936712435485442,0.0135407040607654,0.10721194760931,0.0801305394877787
2013-12-04,AfD,0.0469802317655078,0.00981477456422242,0.0567950063297303,0.0371654572012854
2013-12-05,CDU/CSU,0.419232801780085,0.022510908585203,0.441743710365288,0.396721893194882
2013-12-05,SPD,0.246814389022807,0.0196836816243278,0.266498070647135,0.22713070739848
2013-12-05,Grüne,0.0954658816984981,0.0133554626367513,0.108821344335249,0.0821104190617467
2013-12-05,FDP,0.0350927127758205,0.00836668922677545,0.043459402002596,0.0267260235490451
2013-12-05,Linke,0.0934952716484331,0.0132717337289078,0.106767005377341,0.0802235379195253
2013-12-05,AfD,0.046645651770814,0.00960426293343223,0.0562499147042462,0.0370413888373818
2013-12-08,CDU/CSU,0.421460984281437,0.0226415316242515,0.444102515905689,0.398819452657186
2013-12-08,SPD,0.246693488023952,0.0197821893712575,0.26647567739521,0.226911298652695
2013-12-08,Grüne,0.095515999251497,0.0134241036676647,0.108940102919162,0.0820918955838323
2013-12-08,FDP,0.0329041916167665,0.00818484842814371,0.0410890400449102,0.0247193431886228
2013-12-08,Linke,0.0935273203592814,0.0133396070359281,0.10686692739521,0.0801877133233533
2013-12-08,AfD,0.0466148952095808,0.00965077095808383,0.0562656661676647,0.036964124251497
2013-12-09,CDU/CSU,0.420481003181733,0.0226378897623058,0.443118892944039,0.397843113419427
2013-12-09,SPD,0.248653378251918,0.0198333932247801,0.268486771476698,0.228819985027138
2013-12-09,Grüne,0.096493542953397,0.0134770419240127,0.10997058487741,0.0830165010293843
2013-12-09,FDP,0.0319235448250047,0.00808296088339884,0.0400065057084035,0.0238405839416058
2013-12-09,Linke,0.094507299270073,0.0134005287291784,0.107907827999251,0.0811067705408946
2013-12-09,AfD,0.046616133258469,0.00965296556241812,0.0562690988208871,0.0369631676960509
2013-12-10,CDU/CSU,0.422365883344256,0.0226596592079393,0.445025542552196,0.399706224136317
2013-12-10,SPD,0.24865274787005,0.0198358093811441,0.268488557251194,0.228816938488906
2013-12-10,Grüne,0.0974365696095871,0.0135596826139875,0.110996252223575,0.0838768869955997
2013-12-10,FDP,0.0309797771744219,0.00793632712292856,0.0389161042973504,0.0230434500514933
2013-12-10,Linke,0.0945094092313454,0.013402294728958,0.107911703960303,0.0811071145023874
2013-12-10,AfD,0.0456745623069001,0.00952616983428518,0.0552007321411853,0.0361483924726149
2013-12-11,CDU/CSU,0.42470995508982,0.0226645284431138,0.447374483532934,0.402045426646707
2013-12-11,SPD,0.250986152694611,0.0198852282934132,0.270871380988024,0.231100924401198
2013-12-11,Grüne,0.095092627245509,0.0134271491392216,0.108519776384731,0.0816654781062874
2013-12-11,FDP,0.0309791354790419,0.00793316523203593,0.0389123007110778,0.023045970247006
2013-12-11,Linke,0.094513005239521,0.0133965278817365,0.107909533121257,0.0811164773577844
2013-12-11,AfD,0.0456773952095808,0.00952317833083832,0.0552005735404192,0.0361542168787425
2013-12-13,CDU/CSU,0.424716574533871,0.0226770383209969,0.447393612854867,0.402039536212874
2013-12-13,SPD,0.249797620163028,0.0198604628501827,0.269658083013211,0.229937157312846
2013-12-13,Grüne,0.0962897029888504,0.0135320547175115,0.109821757706362,0.0827576482713389
2013-12-13,FDP,0.0321563759018083,0.00810280802023798,0.0402591839220463,0.0240535678815703
2013-12-13,Linke,0.0945052937318467,0.0134039248571161,0.107909218588963,0.0811013688747306
2013-12-13,AfD,0.044495455823105,0.0093844870233299,0.0538799428464349,0.0351109687997751
2013-12-15,CDU/CSU,0.424895458523777,0.0231366439754935,0.448032102499271,0.401758814548284
2013-12-15,SPD,0.247561995526597,0.0202116921131965,0.267773687639794,0.227350303413401
2013-12-15,Grüne,0.0965282505105514,0.0138115297092288,0.11033978021978,0.0827167208013226
2013-12-15,FDP,0.0340868423611786,0.00848147330545561,0.0425683156666343,0.025605369055723
2013-12-15,Linke,0.0946761645434212,0.0136785403092483,0.108354704852669,0.0809976242341729
2013-12-15,AfD,0.0442866867645629,0.00956478751337158,0.0538514742779345,0.0347218992511913
2013-12-17,CDU/CSU,0.422458888780773,0.0231281716454218,0.445587060426194,0.399330717135351
2013-12-17,CDU/CSU,0.422458888780773,0.0231281716454218,0.445587060426194,0.399330717135351
2013-12-17,CDU/CSU,0.422458888780773,0.0231281716454218,0.445587060426194,0.399330717135351
2013-12-17,CDU/CSU,0.422458888780773,0.0231281716454218,0.445587060426194,0.399330717135351
2013-12-17,SPD,0.251630826116571,0.0203132490026272,0.271944075119198,0.231317577113944
2013-12-17,SPD,0.251630826116571,0.0203132490026272,0.271944075119198,0.231317577113944
2013-12-17,SPD,0.251630826116571,0.0203132490026272,0.271944075119198,0.231317577113944
2013-12-17,SPD,0.251630826116571,0.0203132490026272,0.271944075119198,0.231317577113944
2013-12-17,Grüne,0.0944925561934417,0.0137050306509682,0.10819758684441,0.0807875255424735
2013-12-17,Grüne,0.0944925561934417,0.0137050306509682,0.10819758684441,0.0807875255424735
2013-12-17,Grüne,0.0944925561934417,0.0137050306509682,0.10819758684441,0.0807875255424735
2013-12-17,Grüne,0.0944925561934417,0.0137050306509682,0.10819758684441,0.0807875255424735
2013-12-17,FDP,0.0375411112192274,0.00883361292205897,0.0463747241412864,0.0287074982971684
2013-12-17,FDP,0.0375411112192274,0.00883361292205897,0.0463747241412864,0.0287074982971684
2013-12-17,FDP,0.0375411112192274,0.00883361292205897,0.0463747241412864,0.0287074982971684
2013-12-17,FDP,0.0375411112192274,0.00883361292205897,0.0463747241412864,0.0287074982971684
2013-12-17,Linke,0.0946745159093121,0.0136839028899484,0.10835841879926,0.0809906130193636
2013-12-17,Linke,0.0946745159093121,0.0136839028899484,0.10835841879926,0.0809906130193636
2013-12-17,Linke,0.0946745159093121,0.0136839028899484,0.10835841879926,0.0809906130193636
2013-12-17,Linke,0.0946745159093121,0.0136839028899484,0.10835841879926,0.0809906130193636
2013-12-17,AfD,0.0453031040186825,0.0096675158120074,0.0549706198306899,0.0356355882066751
2013-12-17,AfD,0.0453031040186825,0.0096675158120074,0.0549706198306899,0.0356355882066751
2013-12-17,AfD,0.0453031040186825,0.0096675158120074,0.0549706198306899,0.0356355882066751
2013-12-17,AfD,0.0453031040186825,0.0096675158120074,0.0549706198306899,0.0356355882066751
2013-12-20,CDU/CSU,0.42102932130408,0.0236227639942588,0.444652085298339,0.397406557309822
2013-12-20,SPD,0.253768710272709,0.0208277639942588,0.274596474266967,0.23294094627845
2013-12-20,Grüne,0.0931720319868772,0.0139055761738774,0.107077608160755,0.0792664558129998
2013-12-20,FDP,0.0389706786959196,0.00921477650194792,0.0481854551978675,0.0297559021939717
2013-12-20,Linke,0.0938999384867747,0.0138972688127948,0.107797207299569,0.0800026696739799
2013-12-20,AfD,0.0455874513020299,0.00989509329505844,0.0554825445970884,0.0356923580069715
2013-12-22,CDU/CSU,0.418684184723993,0.0230334983821943,0.441717683106187,0.395650686341798
2013-12-22,SPD,0.253604274928915,0.0203199784292578,0.273924253358172,0.233284296499657
2013-12-22,Grüne,0.0930336307481126,0.0135655270124522,0.106599157760565,0.0794681037356604
2013-12-22,FDP,0.0390155897637023,0.00899469555838808,0.0480102853220904,0.0300208942053143
2013-12-22,Linke,0.0937297774291597,0.0135575821158937,0.107287359545053,0.080172195313266
2013-12-22,AfD,0.0457799784292578,0.00966552211001078,0.0554455005392686,0.036114456319247
2014-01-01,CDU/CSU,0.41868431372549,0.0230331352941176,0.441717449019608,0.395651178431373
2014-01-01,SPD,0.253602941176471,0.0203171705882353,0.273920111764706,0.233285770588235
2014-01-01,Grüne,0.0954892156862745,0.0136979137254902,0.109187129411765,0.0817913019607843
2014-01-01,FDP,0.041471568627451,0.00920331666666667,0.0506748852941176,0.0322682519607843
2014-01-01,Linke,0.0937303921568627,0.0135574049019608,0.107287797058824,0.080172987254902
2014-01-01,AfD,0.0433245098039216,0.00945175,0.0527762598039216,0.0338727598039216
2014-01-06,CDU/CSU,0.417657198824682,0.0230127894221352,0.440669988246817,0.394644409402547
2014-01-06,SPD,0.249505386875612,0.0202110127326151,0.269716399608227,0.229294374142997
2014-01-06,Grüne,0.0934368266405485,0.0135695710088149,0.107006397649363,0.0798672556317336
2014-01-06,FDP,0.0414701273261508,0.00919841625857003,0.0506685435847209,0.0322717110675808
2014-01-06,Linke,0.0927032321253673,0.0134885631733595,0.106191795298727,0.0792146689520078
2014-01-06,AfD,0.0422977473065622,0.00934630264446621,0.0516440499510284,0.032951444662096
2014-01-08,CDU/CSU,0.415202193283071,0.0229920620777441,0.438194255360815,0.392210131205327
2014-01-08,SPD,0.247046901008519,0.0201485949280329,0.267195495936551,0.226898306080486
2014-01-08,Grüne,0.0934387545285421,0.013566580828356,0.107005335356898,0.079872173700186
2014-01-08,FDP,0.0414726329188289,0.0091982199157936,0.0506708528346225,0.0322744130030354
2014-01-08,Linke,0.0927053755018114,0.0134855967884069,0.106190972290218,0.0792197787134045
